;companyId;companyName;ticker;price;gestao;dy;percentualcaixa;numerocotistas;patrimonio;p_vp;liquidezmediadiaria;dividend_cagr;cota_cagr
181;572;HEDGE LOGÍSTICA FDO. INV. IMOB.;HLOG11;111.5;Ativa;6.8879;1.5409;4010.0;505866429.64;0.9367;113211.56;;
182;492;Hedge Shopping Praça da Moça;HMOC11;226.95;Passiva;66.1511;0.6708;209.0;91223530.5;0.9504;69159.67;122.1761;
183;34;Centro Têxtil Internacional;CTXT11;23.15;Passiva;10.4536;0.7351;4121.0;125384663.85;0.479;17206.76;-23.8022;78.5057
184;536;FDO INV. IMOB. VBI CRI;CVBI11;103.96;Ativa;12.3124;63.3537;33546.0;595317841.23;1.0402;3625114.68;;
185;140;Iridium Recebíveis Imobiliários;IRDM11;117.72;Ativa;12.2194;10.6725;169216.0;2139700639.92;1.2104;9838902.83;13.7735;10.6862
186;35;Reag Renda Imobiliária;DOMC11;439.0;Passiva;0.0;0.0318;1158.0;269460438.3;3.9815;17499.67;;2.3042
187;714;JBFO FOF FDO INV. IMOB.;JBFO11;95.56;Ativa;1.3656;0.6043;352.0;119504763.75;1.0228;165944.36;;
188;687;BLUEMACAW LOGÍSTICA;BLMG11;102.3;Ativa;4.0811;3.9317;3248.0;379648621.85;1.0268;1099101.85;;
189;763;CANVAS CRI;CCRF11;0.0;Ativa;0.0;71.4615;12.0;157472858.79;;;;
190;701;FDO INV IMOB POLO ESTOQUE II;ESTQ11;0.0;Ativa;0.0;19.186;5.0;20690913.49;;;;
191;602;LEGATUS SHOPPINGS FDO. INV. IMOB. - FII;LASC11;91.97;Ativa;4.882;9.5297;134.0;259787014.62;0.8915;927270.62;;
192;100;Lateres;LATR11B;120.0;Ativa;6.2428;111.4961;163.0;3589511.84;4.1494;930.0;;
193;748;FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVELOPMENT V1;LKDV11;0.0;Ativa;0.0;25.823;57.0;32696507.57;;;;
194;592;BLUEMACAW OFFICE FUND II - FDO. INVEST. IMOB.;BLMO11;26004.5;Ativa;0.0;9.7557;95.0;97694692.43;1.0107;52009.0;;
195;688;BLUEMACAW RENDA + FOF;BLMR11;81.2;Ativa;3.633;2.4707;3960.0;232833007.62;0.8907;1129351.66;;
196;501;FDO INV IMOB GENERAL SEVERIANO;GESE11B;1520.0;Passiva;6.6486;1.246;55.0;86050114.26;0.9185;456000.0;;
197;89;Mercantil do Brasil;MBRF11;881.0;Ativa;10.2327;3.8742;2830.0;116103986.52;0.7714;51434.07;-2.7447;-4.5773
198;537;FDO INV. MAUA CAPITAL RECEBIVEIS IMOB. - FII;MCCI11;103.9;Ativa;7.9885;3.6413;47083.0;903541438.77;1.0266;3452265.0;;
199;593;BRAZIL REAL ESTATE VICTORY FUND I - FDO. INV. IMOB;BREV11;115.99;Ativa;4.4659;1.6684;78.0;98185654.03;1.1026;229.17;;
200;37;Edifício Ouroinvest;EDFO11B;254.0;Passiva;6.7682;1.2612;581.0;50091327.59;1.1967;23657.41;-6.9083;-3.8781
201;38;Edifício Galeria;EDGA11;27.59;Passiva;7.4494;0.6373;7382.0;300289821.16;0.3503;56933.66;-10.5409;-10.8429
202;665;HEDGE RECEBIVEIS IMOB;HREC11;100.1;Ativa;7.5924;1.6881;251.0;113587072.45;1.0368;1462133.55;;
203;661;HSI LOGÍSTICA;HSLG11;103.0;Ativa;3.6796;4.1201;15334.0;1427886592.07;0.9132;973699.32;;
204;523;HSI MALL FDO INV IMOB;HSML11;86.2;Ativa;4.9768;2.1014;123703.0;1498621894.76;0.9077;2735400.39;;
205;124;Áquilla;AQLL11;385.03;Ativa;0.0;0.0;37.0;145293284.59;0.2603;641.83;;3.0846
206;84;Anhanguera Educacional;FAED11;159.0;Passiva;9.3192;1.5315;5217.0;137369055.33;0.7433;114724.61;-6.6096;-8.2525
207;85;Campus Faria Lima;FCFL11;112.99;Passiva;6.2504;0.5227;4478.0;352507145.84;1.1135;386776.93;0.746;5.8731
208;666;HSI RENDA IMOB;HSRE11;97.0;Ativa;3.0619;1.8898;35.0;828949804.14;0.9967;830743.44;;
209;552;RIZA ARCTIUM REAL ESTATE FDO INV IMOB;ARCT11;106.0;Ativa;20.0695;50.2483;5951.0;164991794.92;1.0263;702970.17;;
210;125;Áquilla Renda;ARFI11B;479.99;Ativa;0.0;0.3712;28.0;134354730.49;0.4075;;;
211;44;Pedra Negra Renda Imobiliária;FPNG11;0.0;Ativa;0.0;1.0763;50.0;165221512.02;;;-14.7529;
212;6;Oportunity;FTCE11B;2950.01;Ativa;12.1662;7.3515;57.0;2337001531.5;1.1064;;;
213;24;Hotel Maxinvest;HTMX11;109.6;Ativa;0.0;1.0828;24298.0;163876726.41;0.8407;250360.44;8.6034;-3.111
214;601;HUSI FDO INV. IMOB.;HUSI11;1040.0;Ativa;0.0;18.5198;79.0;95668033.38;1.091;3120.0;;
215;534;FDO INV. IMOB. FOF INTEGRAL BREI;IBFF11;66.8;Ativa;7.2888;2.3693;5492.0;53986138.11;0.8249;182147.39;;
216;764;MORE RECEBÍVEIS IMOBILIÁRIOS FII;MORC11;0.0;Ativa;0.0;14.9213;68.0;32379414.09;;;;
217;145;NCH EQI HIGH YIELD RECEBÍVEIS IMOB;EQIN11;95.0;Ativa;10.8014;16.9975;6617.0;134192234.05;1.0208;391989.53;-35.329;
218;63;EUROPAR;EURO11;206.72;Passiva;7.3384;1.8153;2470.0;108916955.34;0.7287;71159.51;19.9496;5.31
219;734;VBI CONSUMO ESSEN;EVBI11;99.0;Ativa;3.2323;2.4311;122.0;109870836.84;0.9754;18909.57;;
220;538;FDO. INV. IMOB. ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS;ARRI11;113.0;Ativa;10.0852;36.5256;3678.0;64588915.01;1.1784;200702.02;;
221;630;CF2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;CFHI11;0.0;Ativa;0.0;30.8811;57.0;78765419.15;;;;
222;689;BRIO CRÉDITO ESTRUTURADO;BICE11;0.0;Ativa;0.0;113.0568;89.0;433058.49;;;;
223;747;HECTARE RECEBÍVEIS HIGH GRADE;HCHG11;98.99;Ativa;0.788;423.8365;243.0;7248488.71;1.0242;90930.85;;
224;21;Hospital da Criança;HCRI11;416.17;Passiva;8.4686;0.5787;3198.0;60866768.76;1.3675;57060.24;6.586;9.1985
225;715;JFL LIVING FDO. INV. IMOB.;JFLL11;87.16;Ativa;3.6255;1.9009;1632.0;145090606.23;0.9014;108593.78;;
226;541;JPP ALLOCATION MOGNO - FDO INV IMOB;JPPA11;98.4;Ativa;9.7713;9.245;498.0;63016274.7;0.9431;61429.61;;
227;13;Maxi Renda;MXRF11;10.24;Ativa;8.3984;21.7586;416044.0;2260292862.71;1.024;8697921.59;2.44;0.5263
228;580;CAPITÂNIA REIT FOF - FDO. INVEST. IMOB;CPFF11;81.6;Ativa;9.2279;1.9403;12506.0;320607034.13;1.0114;1101270.17;;
229;691;BTOWERS FII;BTWR11;107.1;Passiva;0.5229;2.906;7.0;86069876.37;1.0071;249.0;;
230;693;DEL MONTE AJAX FDO INV IMOB;DLMT11;0.0;Ativa;0.0;2.4272;9.0;13885169.74;;;;
231;752;NAVI IMOBILIÁRIO TOTAL RETURN;NAVT11;80.15;Ativa;1.9339;12.3436;2170.0;99247563.36;0.8516;443201.44;;
232;524;HECTARE CE - FDO INV IMOB;HCTR11;134.8;Ativa;18.3383;23.471;107060.0;1697282920.93;1.1564;10922853.78;;
233;778;FDO DE INV IMOBILIÁRIO DE CRI INTEGRAL BREI;IBCR11;0.0;Ativa;0.0;38.1553;258.0;66956540.61;;;;
234;667;EVEN II KINEA;KEVE11;999.99;Passiva;0.0;10.9443;383.0;148750650.42;0.9929;32220.69;;
235;504;FUNDO DE FDO INV IMOB KINEA FII;KFOF11;90.0;Ativa;7.1333;1.1823;7284.0;455204278.12;0.8963;729592.34;;
236;603;MORE REAL ESTATE FOF FII FDO. INV. IMOB.;MORE11;87.98;Ativa;10.1387;0.3046;7068.0;225352792.68;0.9054;722744.76;;
237;718;MULTIOFFICES 1;MTOF11;0.0;Ativa;0.0;1.2907;3.0;165048232.36;;;;
238;753;PERFORMA REAL ESTATE;PEMA11;84.0;Ativa;4.5635;3.3634;68.0;54285850.43;0.8542;68834.2;;
239;723;PLURAL LOGÍSTICA FDO. INV. IMOB.;PLOG11;88.49;Ativa;2.3392;4.4916;1748.0;71495543.36;0.9282;102002.59;;
240;617;PARQUE ANHANGUERA FDO. INVEST. IMOB.;PQAG11;61.99;Ativa;13.0778;1.5881;394.0;795709147.52;1.09;175458.15;;
241;497;DIAMANTE FDO INV IMOB;DAMT11B;0.0;Passiva;0.0;0.0353;51.0;106979687.74;;;;
242;780;FDO. INVEST. IMOB. DEVANT FOF IMOBILIÁRIOS;DVFF11;99.99;Ativa;0.0;12.225;162.0;58760323.42;1.0499;10033262.0;;
243;109;Floripa Shopping;FLRP11;27.45;Passiva;196.2387;1.5446;963.0;108515020.81;0.0165;18008.71;-16.0297;-71.8837
244;90;Nestpar;NPAR11;17.6;Ativa;239.8193;98.9529;291.0;2134276.92;0.986;29827.54;;
245;545;RB CAPITAL TFO SITUS FDO INV IMOB - FII;RBTS11;1000.0;Ativa;0.0;8.0976;56.0;59318115.55;0.9529;;;
246;494;Rio Bravo Renda Varejo;RBVA11;114.56;Ativa;9.5059;3.0851;41561.0;1317979877.14;1.0073;1285344.9;3.0894;4.2096
247;512;RB CAPITAL RENDIMENTOS IMOB FDO INV IMOB;RCRI11B;1200.0;Ativa;3.8336;15.1711;149.0;52178439.39;1.1732;1200.0;;
248;106;Eldorado;ELDO11B;762.38;Passiva;6.1374;0.1397;61.0;973616409.07;0.6165;;-3.0641;
249;66;GGR Covepi Renda;GGRC11;123.35;Ativa;7.0207;13.9555;94829.0;966425568.63;0.9903;1914527.56;-2.7306;0.505
250;670;KILIMA FIC FDO. IMOB. SUNO 30;KISU11;9.88;Ativa;4.3826;25.2393;23660.0;424947504.11;0.1028;1614938.59;;
251;535;FDO INV. IMOB. PLURAL RECEBIVEIS;PLCR11;93.36;Ativa;8.7832;10.3146;7201.0;203692027.38;0.9668;687831.54;;
252;608;VBI REITS FOF - FDO. INV. IMOB;RVBI11;90.55;Ativa;8.7576;4.6718;10995.0;131071384.56;0.9948;420098.1;;
253;710;HBC RENDA URBANA;HBCR11;105.0;Ativa;4.5604;3.901;7.0;25339121.01;1.1229;7921.33;;
254;599;FDO.INVEST. IMOB. MULTI RENDA URBANA;HBRH11;98.0;Ativa;8.1772;20.8065;955.0;245681971.26;0.8958;347324.59;;
255;139;CGHG Recebíveis Imobiliários;HGCR11;105.85;Ativa;7.6051;5.5731;58431.0;1278167991.36;1.0246;3190683.37;-4.5605;-1.8795
256;527;CSHG IMOB. FOF - FDO INV. IMOB. - FII;HGFF11;81.83;Ativa;8.371;4.3327;8783.0;266183939.08;0.8804;485582.59;;
257;712;HGI CRÉDITOS IMOBILIÁRIOS;HGIC11;107.3;Ativa;2.246;0.1122;158.0;21961867.74;1.0368;240782.53;;
258;68;CGHG Logística;HGLG11;169.21;Ativa;7.4877;7.7882;281184.0;2703569719.36;1.1539;7898577.32;12.0757;10.3951
259;503;CSHG PRIME OFFICES FDO INV IMOB;HGPO11;228.84;Passiva;5.4449;5.475;10010.0;422759429.14;0.9489;293883.61;;
260;632;HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBI;HSAF11;100.01;Ativa;7.4593;38.1205;4352.0;170907618.09;1.0379;428370.83;;
261;87;Hospital Unimed Sul Capixaba;HUSC11;128.0;Passiva;6.8438;1.123;680.0;103527668.31;0.9824;10098.27;;
262;148;Polo Recebíveis Imobiliários I;PLRI11;48.0;Ativa;6.1008;4.2291;788.0;48975327.25;0.9353;13922.33;-19.7233;-15.936
263;720;PANORAMA DESENVOLVIMENTO LOGÍSTICO;PNDL11;0.0;Ativa;0.0;60.2543;46.0;9525694.98;;;;
264;721;PANORAMA PROPERTIES FDO. INVEST. IMOB.;PNPR11;0.0;Ativa;0.0;11.0108;13.0;57144254.28;;;;
265;781;PRAZO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;PRZS11;0.0;Ativa;0.0;1.182;2.0;56015108.28;;;;
266;9;JPP Capital;JPPC11;402.0;Ativa;8.3451;5.6167;78.0;29085186.56;0.7602;;;-12.4961
267;655;MOGNO CRI HIGH GRADE;MGCR11;94.0;Ativa;6.8028;4.0219;1780.0;134876155.28;0.9912;137667.15;;
268;751;MOGNO LOGÍSTICA FUNDO DE INVEST. IMOBILIARIO;MGLG11;0.0;Ativa;0.0;6.4381;17.0;65087212.12;;;;
269;749;LESTE RIVA EQUITY PREFERENCIAL I;LSPA11;0.0;Ativa;0.0;1.4274;220.0;40228337.91;;;;
270;574;LUGGO FDO. INV. IMOB.;LUGG11;93.25;Ativa;6.252;0.7262;4377.0;112212711.59;0.7479;47978.8;;
271;700;FDO INV IMOB MV9;MVFI11;0.0;Ativa;0.0;0.0926;1.0;136950448.95;;;;
272;23;Novo Horizonte;NVHO11;12.1;Ativa;8.2892;0.9648;2549.0;513660536.8;0.9774;2901.32;11.6263;-4.7454
273;91;FII NOVA I;NVIF11B;227.5;Ativa;1.3028;342.9869;7.0;53778644.88;1.4273;;;
274;92;Rio Bravo Crédito Imobiliário I;RBCB11;19.0;Ativa;0.0;;462.0;0.0;;;-15.0371;-57.0614
275;544;RB CAPITAL OFFICE INCOME FDO INV. IMOB.;RBCO11;58.0;Ativa;9.5591;3.3833;4442.0;380688536.33;0.5757;180349.2;;
276;102;RB Capital Desenvolvimento Residencial II;RBDS11;20.0;Ativa;11.7707;39.1875;979.0;3067190.38;0.8251;2042.19;18.9936;-62.1898
277;719;MULTIOFFICES 2 - FDO. INV. IMOB.;MOFF11;0.0;Ativa;0.0;1.867;3.0;197087591.03;;;;
278;146;Ouro Preto Desenvolvimento Imobiliário I;ORPD11;132.5;Ativa;0.0;0.0002;29.0;43195265.41;0.8896;3019.5;;4.4099
279;508;PÁTRIA EDIFÍCIOS CORPORATIVOS FDO INV IMOB;PATC11;67.25;Ativa;5.368;1.0881;13090.0;298816888.03;0.7826;358417.41;;
280;115;RB Capital General Shopping Sulacap;RBGS11;38.75;Passiva;3.595;0.4729;2905.0;97675616.59;0.4277;25135.59;15.023;-5.2259
281;727;RIO BRAVO CRÉDITO IMOB. HIGH YIELD;RBHY11;104.5;Ativa;5.1866;127.8375;431.0;61862338.69;1.0136;131919.22;;
282;604;RB CAPITAL DESENV. RESIDENCIAL IV FDO. INV. IMOB.;RBIR11;76.02;Ativa;0.0;43.2666;1219.0;146952323.46;0.7908;85973.05;;
283;606;RIO BRAVO CRÉDITO IMOB IV FDO INV IMOB - FII;RBIV11;87.29;Ativa;8.3059;8.1328;4451.0;163252826.11;0.9237;552371.05;;
284;725;RB CAPITAL LOGÍSTICO;RBLG11;100.99;Ativa;2.0886;2.0883;69.0;71867318.88;0.8996;28248.54;;
285;16;RB Capital Renda II;RBRD11;56.9;Passiva;6.6207;3.8456;11898.0;132625901.91;0.7945;97647.27;17.9592;-12.6078
286;587;SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.;SARE11;93.5;Ativa;5.4746;45.0154;7592.0;535790101.03;0.9344;911872.8;;
287;149;Polo Recebíveis Imobiliários II;PORD11;100.15;Ativa;10.2781;53.5365;12100.0;370159120.25;1.0088;701620.93;;0.726
288;114;Parque Dom Pedro Shopping Center;PQDP11;2295.02;Passiva;3.2811;0.5474;4150.0;866403867.62;0.6317;332097.78;-12.9726;-6.9648
289;101;Lateres;PRSN11B;0.69;Ativa;3.9666;12.5846;1376.0;23294463.73;1.5333;11958.76;;
290;705;FDO. INV. IMOB. REC FUNDO DE FUNDOS;RECX11;97.0;Ativa;2.9325;0.0483;362.0;17924585.06;1.0723;8828.11;;
291;154;Socopa Fundo de Investimento Imobiliário;REIT11;900.0;Ativa;8.5154;36.7328;60.0;33437373.48;0.7076;2040.0;;
292;660;REC LOGISTICA;RELG11;89.11;Ativa;5.9993;31.1175;3724.0;128733540.44;0.9238;207019.07;;
293;155;BB Renda de Papéis Imobiliários;RNDP11;701.0;Ativa;6.3333;6.4884;865.0;82314886.55;0.9153;159457.68;-10.1323;-9.3161
294;116;SCP;SCPF11;9.0;Ativa;2.1407;2.0074;4611.0;53208330.75;0.7103;10317.83;-25.4099;-8.8902
295;69;SDI Logística Rio;SDIL11;93.3;Ativa;7.4384;11.0895;48048.0;643869641.19;0.9267;1040631.8;-3.3209;1.5852
296;52;São Fernando;SFND11;83.07;Passiva;103.648;13.6327;55.0;17613490.09;4.6279;;114.5219;
297;594;FDO INV IMOB - FII PATEO BANDEIRANTES;PATB11;0.0;Ativa;0.0;6.5389;59.0;550847031.08;;;;
298;542;QUASAR AGRO - FDO INV. IMOB.;QAGR11;52.9;Ativa;8.8363;0.3969;18174.0;301152498.61;0.8854;575316.63;;
299;724;QUASAR CRÉDITO IMOBILIÁRIO;QAMI11;90.03;Ativa;2.2548;26.3043;601.0;75481486.83;0.9558;26824.12;;
300;75;Rio Bravo Crédito Imobiliário II;RBVO11;12.2;--;6.6807;3.48;2064.0;11050429.66;0.5696;4638.12;-41.9088;-40.5283
301;511;GRUPO RCFA FDO INV IMOB;RCFA11;0.69;Passiva;0.0;0.6382;3617.0;18263993.0;0.4423;165155.54;;
302;615;RBR DESENV COMERCIAL FEEDER FOF FDO INVEST IMOB;RCFF11;103.0;Ativa;4.9612;9.1851;81.0;31394660.98;1.0603;1203.77;;
303;41;FDO INV IMOB RIO BRAVO RENDA CORPORATIVA;RCRB11;152.01;Ativa;6.4469;3.63;29877.0;730924305.45;0.7675;595867.59;13.1217;-2.3996
304;117;Shopping Parque Dom Pedro;SHDP11B;0.0;Passiva;0.0;1.0828;3.0;2154810090.61;;;-15.3744;
305;18;Multi Shoppings;SHOP11;100.0;Ativa;0.0;3.1194;11.0;88378243.01;1.6762;;;
306;547;TELLUS PROPERTIES - FDO INV. IMOB;TEPP11;80.55;Ativa;7.1136;0.2736;8207.0;398918056.56;0.8525;694045.44;;
307;152;RBR Rendimento High Grade;RBRR11;98.34;Ativa;7.6307;27.3543;73712.0;1030670291.18;0.9887;3011281.34;-1.8422;1.1585
308;754;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I;ROOF11;0.0;Ativa;0.0;34.2301;31.0;44348957.59;;;;
309;543;RB CAPITAL DESENV RESID III FDO INV IMOB - FII;RSPD11;1100.0;Ativa;0.0;9.8902;105.0;170831520.31;0.9593;26438.75;;
310;669;RIZA AKIN;RZAK11;98.5;Ativa;3.5002;2.1135;6815.0;290776939.17;1.0168;1541202.93;;
311;644;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;RZTR11;96.51;Ativa;6.1962;50.9561;30793.0;1083824159.24;0.9838;3478078.24;;
312;546;SANTANDER PAPEIS IMOB CDI FDO INV IMOB;SADI11;84.05;Ativa;2.9923;2.5921;2844.0;319404662.16;0.8368;520170.76;;
313;51;Sia Corporate;SAIC11B;39.52;Passiva;0.0;5.5464;53.0;77701071.93;0.7271;39.0;;
314;735;VENUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;SALI11;0.0;Passiva;0.0;3.2289;2.0;7900950.35;;;;
315;755;FRAM CAPITAL SBCLOG;SBCL11;0.0;Ativa;0.0;135.2412;1.0;35073162.93;;;;
316;156;Hedge TOP FOFII;TFOF11;138.0;Ativa;0.0;13.3649;3278.0;103080374.68;1.1386;;29.9801;-52.5534
317;729;SJ AU LOGÍSTICA;SJAU11;116.85;Passiva;0.0;0.5568;115.0;792829946.61;1.1691;22221565.0;;
318;158;Valora RE III;VGIR11;93.63;Ativa;6.0464;1.0562;22302.0;437627487.94;0.9642;738552.07;;-2.1701
319;610;VINCI INSTRUMENTOS FINANCEIROS FDO INV IMOB - FII;VIFI11;86.81;Ativa;8.628;4.8682;4531.0;269339375.89;0.9064;456535.22;;
320;159;Votorantim Securities Master;VOTS11;87.89;Ativa;5.3214;11.5142;303.0;82221681.62;0.885;3057.52;0.0496;-3.5643
321;160;Fator Verita;VRTA11;111.99;Ativa;8.7061;6.1041;91324.0;1003482292.8;1.116;2077485.17;-7.3516;1.7565
322;595;FDO INV IMOB VOTORANTIM SECURITIES;VSEC11;72.14;Ativa;8.7618;20.8531;54.0;6206525.8;0.7292;3371.83;;
323;518;FDO INV IMOB VOTORANTIM SHOPPING;VSHO11;81.16;Ativa;2.2585;2.3782;1852.0;213521425.45;0.7977;40737.07;;
324;736;VERSALHES RECEBÍVEIS IMOBILIÁRIOS;VSLH11;10.25;Ativa;6.6049;90.1896;16684.0;119177664.28;1.0322;2144644.9;;
325;707;FDO. INVEST. IMOB. VOTORANTIM PATRIMONIAL V;VTPA11;0.0;Ativa;0.0;2.4257;1.0;73451100.23;;;;
326;596;FDO INV. IMOB. PLUS;VTPL11;0.0;Passiva;0.0;0.3627;56.0;113939170.73;;;;
327;514;STARX FDO INV IMOB;STRX11;8.52;Passiva;6000.9123;0.396;53.0;295213506.58;0.0005;;;
328;642;TRX REAL ESTATE II FDO. INVEST. IMOB.;TRXB11;118.0;Passiva;6.937;3.2173;124.0;264858991.64;1.1145;1862726.68;;
329;581;TRX Real Estate;TRXF11;102.99;Ativa;7.524;0.9346;32232.0;599741902.13;0.9688;3354250.68;;
330;732;TISHMAN SPEYER RENDA CORPORATIVA;TSER11;115.0;Ativa;1.4783;11.3455;11.0;120384149.51;1.1512;17696.2;;
331;57;Transinc;TSNC11;0.0;Ativa;0.0;2.5588;66.0;100050923.54;;;0.0759;
332;737;VIC DESENVOLVIMENTO VINTAGE 20/21;VIDS11;0.0;Ativa;0.0;4.5061;488.0;42765252.32;;;;
333;575;FDO INV IMOB - V2 PROPERTIES;VVPR11;98.99;Ativa;7.3399;1.2966;1273.0;238259543.12;0.958;588218.37;;
334;611;VX XVI - FDO INV. IMOB.;VXXV11;721.5;Ativa;2.237;1.8009;5.0;25290452.82;1.4835;1718479.67;;
335;122;Shopping West Plaza;WPLZ11;63.0;Passiva;0.1587;0.8351;1928.0;105331727.55;0.6105;16861.07;22.1004;2.6592
336;20;Ourinvest RE I;WTSP11B;44.89;Ativa;4.141;3.0717;201.0;79032278.81;0.5638;10667.32;-28.326;
337;550;XP CREDITO IMOBILIÁRIO - FDO INV IMOB;XPCI11;102.8;Ativa;8.9591;7.1445;36094.0;634175410.88;1.0645;3801455.73;;
338;60;XP Corporate Macaé;XPCM11;42.28;Passiva;20.1041;2.2851;32958.0;171994554.85;0.5936;311687.49;-5.0511;-22.4145
339;519;XP HOTÉIS - FDO INV IMOB;XPHT11;90.15;Ativa;0.0;0.6746;1588.0;330939050.81;1.0364;34872.59;;
340;517;VINCI LOGÍSTICA FDO INV IMOB;VILG11;115.81;Ativa;5.7335;5.6509;138331.0;1712539409.11;1.0142;4229495.71;;
341;549;VINCI OFFICES FDO INV IMOB;VINO11;60.0;Ativa;8.1333;3.4881;79771.0;756120700.67;1.0057;2154418.39;;
342;120;Vinci Shopping Centers;VISC11;112.49;Ativa;3.7826;0.6241;195016.0;1705672539.2;0.9412;2808238.83;-15.5348;3.1318
343;784;VINCI IMÓVEIS URBANOS;VIUR11;93.31;Ativa;0.6966;19.4325;3000.0;260567762.54;0.9649;345403.46;;
344;782;JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;VJFD11;0.0;Ativa;0.0;4.6212;97.0;523641724.76;;;;
345;58;Vector Queluz Lajes Corporativas;VLJS11;1141.14;Passiva;4.7953;4.8607;12.0;47842639.76;1.4067;;;
346;59;Vila Olímpia Corporate;VLOL11;102.0;Passiva;5.1618;1.0857;4662.0;173179144.49;1.0512;110009.29;4.1326;6.0376
347;121;Polo Shopping Indaiatuba;VPSI11;0.0;Passiva;0.0;0.533;56.0;147608539.71;;;-10.1017;
348;72;XP Log;XPLG11;109.99;Ativa;6.4279;14.7446;266511.0;2995160101.69;0.9952;5949054.68;-2.4364;4.6391
349;123;XP Malls;XPML11;102.3;Ativa;3.8986;2.7475;250498.0;1914849715.41;0.9727;3983328.54;-15.5484;1.7367
350;783;R CAP 1810 FUNDO DE FUNDOS;XBXO11;0.0;Ativa;0.0;99.8415;1.0;30000000.0;;;;
351;551;XP PROPERTIES FDO. INV. IMOB.;XPPR11;70.31;Ativa;9.8848;3.4255;42758.0;627568865.87;0.8197;1646008.66;;
352;585;XP SELECTION FDO DE FUNDOS INV IMOB - FII;XPSF11;94.31;Ativa;9.49;6.2384;19459.0;401337388.51;1.0176;1405489.34;;
353;61;TRX Edifícios Corporativos;XTED11;6.83;Ativa;0.0;0.4557;4899.0;25791388.88;0.4903;13754.93;;-28.5186
354;738;YUCA FDO INV. IMOB.;YUFI11;0.0;Ativa;0.0;1.8786;9.0;37581481.17;;;;
355;739;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;ZIFI11;1200.01;Ativa;0.0;2.7883;16.0;23483861.85;1.0616;47832.17;;
